  Time(sec)     RMS      ENVELOPE
    3.9400  0.96012E-05  0.12646E-04
    3.9500  0.10490E-04  0.12223E-04
    3.9600  0.11106E-04  0.11801E-04
    3.9700  0.11378E-04  0.11378E-04
    3.9800  0.11301E-04  0.11151E-04
    3.9900  0.10880E-04  0.10924E-04
    4.0000  0.10097E-04  0.10697E-04
    4.0100  0.89421E-05  0.10470E-04
    4.0200  0.74768E-05  0.10242E-04
    4.0300  0.58487E-05  0.10015E-04
    4.0400  0.42199E-05  0.97883E-05
    4.0500  0.27147E-05  0.95612E-05
    4.0600  0.15064E-05  0.93341E-05
    4.0700  0.10456E-05  0.91070E-05
    4.0800  0.15060E-05  0.88799E-05
    4.0900  0.22751E-05  0.86528E-05
    4.1000  0.32222E-05  0.84257E-05
    4.1100  0.43033E-05  0.81986E-05
    4.1200  0.53555E-05  0.79715E-05
    4.1300  0.61896E-05  0.77444E-05
    4.1400  0.67252E-05  0.75173E-05
    4.1500  0.69955E-05  0.72902E-05
    4.1600  0.70631E-05  0.70631E-05
    4.1700  0.69911E-05  0.72182E-05
    4.1800  0.68775E-05  0.73734E-05
    4.1900  0.68338E-05  0.75285E-05
    4.2000  0.68829E-05  0.76836E-05
    4.2100  0.69558E-05  0.78388E-05
    4.2200  0.70087E-05  0.79939E-05
    4.2300  0.70839E-05  0.81490E-05
    4.2400  0.72580E-05  0.83042E-05
    4.2500  0.75526E-05  0.84593E-05
    4.2600  0.79187E-05  0.86144E-05
    4.2700  0.82992E-05  0.87696E-05
    4.2800  0.86697E-05  0.89247E-05
    4.2900  0.90177E-05  0.90798E-05
    4.3000  0.92917E-05  0.92349E-05
    4.3100  0.93901E-05  0.93901E-05
    4.3200  0.92128E-05  0.96168E-05
    4.3300  0.87250E-05  0.98436E-05
    4.3400  0.80016E-05  0.10070E-04
    4.3500  0.72628E-05  0.10297E-04
    4.3600  0.68524E-05  0.10524E-04
    4.3700  0.70475E-05  0.10751E-04
    4.3800  0.78426E-05  0.10977E-04
    4.3900  0.90116E-05  0.11204E-04
    4.4000  0.10263E-04  0.11431E-04
    4.4100  0.11320E-04  0.11658E-04
    4.4200  0.11973E-04  0.11885E-04
    4.4300  0.12111E-04  0.12111E-04
    4.4400  0.11724E-04  0.12250E-04
    4.4500  0.10857E-04  0.12388E-04
