  Time(sec)     RMS      ENVELOPE
    1.4400  0.57503E-05  0.16382E-04
    1.4500  0.69713E-05  0.15735E-04
    1.4600  0.77052E-05  0.15088E-04
    1.4700  0.80232E-05  0.14442E-04
    1.4800  0.80907E-05  0.13795E-04
    1.4900  0.81250E-05  0.13148E-04
    1.5000  0.83173E-05  0.12502E-04
    1.5100  0.87326E-05  0.11855E-04
    1.5200  0.92692E-05  0.11208E-04
    1.5300  0.97279E-05  0.10562E-04
    1.5400  0.99151E-05  0.99151E-05
    1.5500  0.97094E-05  0.10614E-04
    1.5600  0.90766E-05  0.11314E-04
    1.5700  0.80514E-05  0.12013E-04
    1.5800  0.67153E-05  0.12712E-04
    1.5900  0.52100E-05  0.13412E-04
    1.6000  0.38539E-05  0.14111E-04
    1.6100  0.34100E-05  0.14810E-04
    1.6200  0.44829E-05  0.15510E-04
    1.6300  0.64760E-05  0.16209E-04
    1.6400  0.88182E-05  0.16908E-04
    1.6500  0.11265E-04  0.17608E-04
    1.6600  0.13681E-04  0.18307E-04
    1.6700  0.15961E-04  0.19006E-04
    1.6800  0.18010E-04  0.19706E-04
    1.6900  0.19748E-04  0.20405E-04
    1.7000  0.21109E-04  0.21104E-04
    1.7100  0.22042E-04  0.21804E-04
    1.7200  0.22503E-04  0.22503E-04
    1.7300  0.22447E-04  0.22028E-04
    1.7400  0.21832E-04  0.21552E-04
    1.7500  0.20625E-04  0.21076E-04
    1.7600  0.18832E-04  0.20601E-04
    1.7700  0.16521E-04  0.20125E-04
    1.7800  0.13861E-04  0.19650E-04
    1.7900  0.11176E-04  0.19174E-04
    1.8000  0.90284E-05  0.18699E-04
    1.8100  0.81869E-05  0.18223E-04
    1.8200  0.89419E-05  0.17748E-04
    1.8300  0.10628E-04  0.17272E-04
    1.8400  0.12454E-04  0.16797E-04
    1.8500  0.13965E-04  0.16321E-04
    1.8600  0.14958E-04  0.15846E-04
    1.8700  0.15370E-04  0.15370E-04
    1.8800  0.15227E-04  0.14750E-04
    1.8900  0.14610E-04  0.14130E-04
    1.9000  0.13634E-04  0.13510E-04
