  Time(sec)     RMS      ENVELOPE
    2.5300  0.11811E-05  0.46444E-05
    2.5400  0.16714E-05  0.47543E-05
    2.5500  0.27387E-05  0.48643E-05
    2.5600  0.37921E-05  0.49743E-05
    2.5700  0.46173E-05  0.50842E-05
    2.5800  0.51237E-05  0.51942E-05
    2.5900  0.53041E-05  0.53041E-05
    2.6000  0.52050E-05  0.51250E-05
    2.6100  0.48940E-05  0.49460E-05
    2.6200  0.44445E-05  0.47669E-05
    2.6300  0.39508E-05  0.45878E-05
    2.6400  0.35385E-05  0.44087E-05
    2.6500  0.33256E-05  0.42296E-05
    2.6600  0.33499E-05  0.40506E-05
    2.6700  0.35285E-05  0.38715E-05
    2.6800  0.36924E-05  0.36924E-05
    2.6900  0.36748E-05  0.34915E-05
    2.7000  0.33956E-05  0.32906E-05
    2.7100  0.28886E-05  0.30896E-05
    2.7200  0.22610E-05  0.28887E-05
    2.7300  0.16233E-05  0.26878E-05
    2.7400  0.10348E-05  0.24868E-05
    2.7500  0.49950E-06  0.22859E-05
    2.7600  0.72699E-07  0.20850E-05
    2.7700  0.47399E-06  0.18841E-05
    2.7800  0.86573E-06  0.16831E-05
    2.7900  0.11539E-05  0.14822E-05
    2.8000  0.12813E-05  0.12813E-05
    2.8100  0.11864E-05  0.14652E-05
    2.8200  0.90226E-06  0.16492E-05
    2.8300  0.75526E-06  0.18332E-05
    2.8400  0.11517E-05  0.20171E-05
    2.8500  0.17883E-05  0.22011E-05
    2.8600  0.23696E-05  0.23851E-05
    2.8700  0.27253E-05  0.25690E-05
    2.8800  0.27530E-05  0.27530E-05
    2.8900  0.24585E-05  0.26277E-05
    2.9000  0.19776E-05  0.25025E-05
    2.9100  0.15489E-05  0.23773E-05
    2.9200  0.14044E-05  0.22520E-05
    2.9300  0.15139E-05  0.21268E-05
    2.9400  0.16599E-05  0.20015E-05
    2.9500  0.17359E-05  0.18763E-05
    2.9600  0.17510E-05  0.17510E-05
    2.9700  0.17456E-05  0.17506E-05
    2.9800  0.17279E-05  0.17502E-05
    2.9900  0.16665E-05  0.17498E-05
    3.0000  0.15377E-05  0.17494E-05
    3.0100  0.13687E-05  0.17490E-05
    3.0200  0.12227E-05  0.17486E-05
    3.0300  0.11126E-05  0.17482E-05
    3.0400  0.97731E-06  0.17478E-05
    3.0500  0.78594E-06  0.17474E-05
    3.0600  0.66664E-06  0.17470E-05
    3.0700  0.86998E-06  0.17466E-05
    3.0800  0.12694E-05  0.17462E-05
    3.0900  0.16027E-05  0.17457E-05
    3.1000  0.17453E-05  0.17453E-05
    3.1100  0.17030E-05  0.16566E-05
    3.1200  0.15644E-05  0.15678E-05
    3.1300  0.14137E-05  0.14790E-05
    3.1400  0.12720E-05  0.13903E-05
    3.1500  0.11276E-05  0.13015E-05
    3.1600  0.99660E-06  0.12127E-05
    3.1700  0.92754E-06  0.11239E-05
    3.1800  0.93172E-06  0.10352E-05
    3.1900  0.94640E-06  0.94640E-06
    3.2000  0.94358E-06  0.13601E-05
    3.2100  0.10551E-05  0.17738E-05
    3.2200  0.14643E-05  0.21875E-05
    3.2300  0.21244E-05  0.26012E-05
    3.2400  0.28669E-05  0.30149E-05
    3.2500  0.35654E-05  0.34286E-05
    3.2600  0.41660E-05  0.38423E-05
    3.2700  0.46468E-05  0.42560E-05
    3.2800  0.49701E-05  0.46698E-05
    3.2900  0.50835E-05  0.50835E-05
    3.3000  0.49558E-05  0.47728E-05
    3.3100  0.46046E-05  0.44622E-05
    3.3200  0.40917E-05  0.41516E-05
    3.3300  0.34943E-05  0.38410E-05
    3.3400  0.28839E-05  0.35304E-05
    3.3500  0.23078E-05  0.32198E-05
    3.3600  0.17684E-05  0.29092E-05
    3.3700  0.12317E-05  0.25985E-05
    3.3800  0.67178E-06  0.22879E-05
    3.3900  0.10837E-06  0.19773E-05
    3.4000  0.41448E-06  0.16667E-05
    3.4100  0.82116E-06  0.13561E-05
    3.4200  0.10455E-05  0.10455E-05
    3.4300  0.10318E-05  0.12409E-05
    3.4400  0.81946E-06  0.14363E-05
    3.4500  0.72203E-06  0.16317E-05
