     FRE.     REAL.    IMAG.    AMP.
    3.0469 0.30838102E-03 -.30826498E-03 0.43603458E-03
    3.0625 -.20409765E-07 0.66690198E-07 0.69743393E-07
    3.0781 -.30161173E-03 -.30154656E-03 0.42649731E-03
    3.0938 -.27446839E-07 -.59655332E-03 0.59655332E-03
    3.1094 0.29502905E-03 -.29505041E-03 0.41724919E-03
    3.1250 0.22299245E-07 -.97892823E-08 0.24353366E-07
    3.1406 -.28868465E-03 -.28869687E-03 0.40827040E-03
    3.1563 0.78715754E-08 -.57123485E-03 0.57123485E-03
    3.1719 0.28259016E-03 -.28258373E-03 0.39963829E-03
    3.1875 -.20057168E-07 0.11045687E-09 0.20057472E-07
    3.2031 -.27671020E-03 -.27671654E-03 0.39133179E-03
    3.2188 0.72549393E-08 -.54766115E-03 0.54766115E-03
    3.2344 0.27100494E-03 -.27099554E-03 0.38325222E-03
    3.2500 0.35207759E-08 0.34468988E-08 0.49271671E-08
    3.2656 -.26547210E-03 -.26547248E-03 0.37543452E-03
    3.2813 0.18273973E-08 -.52555668E-03 0.52555668E-03
    3.2969 0.26012497E-03 -.26012413E-03 0.36787166E-03
    3.3125 -.12310207E-07 -.33276426E-08 0.12752035E-07
    3.3281 -.25496076E-03 -.25497217E-03 0.36057702E-03
    3.3438 0.11532381E-07 -.50487375E-03 0.50487375E-03
    3.3594 0.24995714E-03 -.24994044E-03 0.35348098E-03
    3.3750 -.41160360E-08 0.90517869E-08 0.99436717E-08
    3.3906 -.24510032E-03 -.24509442E-03 0.34662001E-03
    3.4063 0.21021472E-09 -.48544887E-03 0.48544887E-03
    3.4219 0.24039044E-03 -.24038611E-03 0.33996036E-03
    3.4375 -.19118571E-08 0.32778080E-08 0.37946308E-08
    3.4531 -.23582777E-03 -.23582600E-03 0.33350958E-03
    3.4688 0.15592841E-08 -.46719291E-03 0.46719291E-03
    3.4844 0.23140297E-03 -.23139727E-03 0.32724917E-03
    3.5000 0.47925003E-09 0.48658992E-08 0.48894435E-08
    3.5156 -.22710710E-03 -.22710147E-03 0.32117395E-03
    3.5313 -.16828471E-08 -.45000989E-03 0.45000989E-03
    3.5469 0.22293728E-03 -.22293592E-03 0.31527996E-03
    3.5625 0.13763894E-08 0.29320937E-08 0.32390772E-08
    3.5781 -.21889058E-03 -.21888511E-03 0.30955416E-03
    3.5938 -.34582681E-08 -.43381818E-03 0.43381818E-03
    3.6094 0.21495823E-03 -.21496128E-03 0.30399900E-03
    3.6250 0.52766707E-08 -.21530341E-09 0.52810614E-08
    3.6406 -.21113511E-03 -.21113285E-03 0.29858854E-03
    3.6563 -.30918668E-08 -.41853340E-03 0.41853340E-03
    3.6719 0.20742150E-03 -.20742691E-03 0.29334213E-03
    3.6875 -.17391131E-08 -.35494965E-08 0.39526498E-08
    3.7031 -.20381746E-03 -.20382117E-03 0.28824405E-03
    3.7188 0.16365851E-08 -.40410564E-03 0.40410564E-03
    3.7344 0.20031235E-03 -.20031106E-03 0.28328353E-03
    3.7500 0.23847309E-08 0.94929253E-09 0.25667291E-08
    3.7656 -.19689722E-03 -.19689485E-03 0.27845305E-03
    3.7813 -.31513661E-08 -.39045047E-03 0.39045047E-03
    3.7969 0.19357252E-03 -.19357960E-03 0.27375788E-03
    3.8125 -.26338662E-08 -.62981056E-08 0.68266672E-08
    3.8281 -.19034390E-03 -.19035363E-03 0.26919381E-03
    3.8438 0.67676007E-08 -.37752950E-03 0.37752950E-03
    3.8594 0.18720588E-03 -.18719760E-03 0.26474323E-03
    3.8750 -.32408789E-08 0.47259512E-08 0.57304370E-08
    3.8906 -.18414621E-03 -.18414107E-03 0.26041843E-03
    3.9063 -.28748179E-08 -.36528381E-03 0.36528381E-03
    3.9219 0.18115906E-03 -.18116258E-03 0.25620009E-03
    3.9375 0.21637818E-08 -.23581563E-08 0.32004457E-08
    3.9531 -.17825075E-03 -.17825408E-03 0.25208699E-03
    3.9688 0.30605400E-08 -.35365659E-03 0.35365659E-03
    3.9844 0.17542377E-03 -.17541902E-03 0.24808332E-03
    4.0000 -.32927223E-08 0.27197058E-08 0.42706931E-08
    4.0156 -.17266933E-03 -.17266438E-03 0.24418780E-03
    4.0313 -.23965894E-08 -.34262618E-03 0.34262618E-03
    4.0469 0.16997789E-03 -.16997919E-03 0.24038595E-03
    4.0625 0.63811849E-08 0.11664070E-08 0.64869119E-08
    4.0781 -.16734975E-03 -.16734545E-03 0.23666525E-03
    4.0938 -.42699684E-08 -.33212552E-03 0.33212552E-03
    4.1094 0.16479002E-03 -.16479552E-03 0.23305217E-03
    4.1250 0.69396400E-09 -.24518347E-08 0.25481521E-08
    4.1406 -.16229710E-03 -.16229751E-03 0.22952305E-03
    4.1563 -.16367883E-08 -.32214666E-03 0.32214666E-03
    4.1719 0.15986322E-03 -.15986641E-03 0.22608299E-03
    4.1875 0.42032662E-08 -.11173883E-08 0.43492530E-08
    4.2031 -.15748457E-03 -.15748265E-03 0.22271545E-03
    4.2188 -.39449999E-08 -.31263681E-03 0.31263681E-03
    4.2344 0.15516278E-03 -.15517051E-03 0.21943878E-03
    4.2500 0.14932596E-08 -.50796745E-08 0.52946119E-08
    4.2656 -.15289830E-03 -.15290226E-03 0.21623365E-03
    4.2813 -.49908117E-09 -.30357722E-03 0.30357722E-03
    4.2969 0.15068724E-03 -.15069199E-03 0.21310730E-03
    4.3125 -.95635284E-10 -.46448729E-08 0.46458575E-08
    4.3281 -.14852700E-03 -.14853262E-03 0.21005288E-03
    4.3438 0.19617667E-08 -.29493665E-03 0.29493665E-03
    4.3594 0.14641849E-03 -.14641885E-03 0.20706728E-03
    4.3750 -.28977394E-08 -.16677910E-08 0.33434144E-08
    4.3906 -.14435957E-03 -.14436184E-03 0.20415687E-03
    4.4063 0.20886327E-09 -.28669354E-03 0.28669354E-03
    4.4219 0.14234427E-03 -.14234622E-03 0.20130658E-03
    4.4375 0.18509736E-08 -.22200568E-08 0.28904594E-08
    4.4531 -.14037159E-03 -.14037444E-03 0.19851742E-03
    4.4688 0.10222270E-08 -.27881030E-03 0.27881030E-03
    4.4844 0.13844675E-03 -.13844670E-03 0.19579324E-03
    4.5000 -.48658997E-08 -.47924892E-09 0.48894435E-08
    4.5156 -.13657057E-03 -.13657128E-03 0.19314045E-03
    4.5313 0.55255800E-09 -.27128929E-03 0.27128929E-03
    4.5469 0.13473256E-03 -.13473029E-03 0.19053901E-03
    4.5625 0.85746228E-08 0.40741908E-08 0.94933235E-08
    4.5781 -.13292470E-03 -.13291420E-03 0.18797649E-03
    4.5938 -.10324455E-07 -.26407314E-03 0.26407314E-03
    4.6094 0.13115398E-03 -.13116980E-03 0.18549092E-03
    4.6250 0.16178027E-08 -.95557802E-08 0.96917603E-08
    4.6406 -.12943284E-03 -.12944135E-03 0.18305170E-03
    4.6563 0.24828430E-08 -.25718135E-03 0.25718135E-03
    4.6719 0.12775518E-03 -.12775366E-03 0.18067204E-03
    4.6875 0.75909261E-08 0.40367301E-08 0.85975200E-08
    4.7031 -.12610186E-03 -.12608702E-03 0.17832447E-03
    4.7188 -.18055859E-07 -.25057062E-03 0.25057062E-03
    4.7344 0.12446915E-03 -.12450192E-03 0.17604914E-03
    4.7500 0.11010024E-07 -.23013689E-07 0.25511772E-07
    4.7656 -.12287684E-03 -.12290003E-03 0.17379050E-03
    4.7813 0.60370779E-08 -.24422482E-03 0.24422482E-03
    4.7969 0.12133753E-03 -.12134237E-03 0.17160061E-03
    4.8125 -.94271773E-08 -.77132798E-08 0.12180573E-07
