     FRE.     REAL.    IMAG.    AMP.
   14.9902 -.75642983E-02 0.62122559E-02 0.97882953E-02
   15.0391 -.75188330E-02 -.74471987E-03 0.75556245E-02
   15.0879 -.56237155E-02 -.14433803E-02 0.58059902E-02
   15.1367 -.84000099E-02 -.69694584E-02 0.10914830E-01
   15.1855 0.52144909E-02 -.10490702E-01 0.11715193E-01
   15.2344 0.35408149E-02 0.27787534E-02 0.45009824E-02
   15.2832 -.66987920E-03 -.64779498E-03 0.93186722E-03
   15.3320 -.35464873E-02 -.56309686E-02 0.66547263E-02
   15.3809 0.72800876E-02 -.49099848E-02 0.87810950E-02
   15.4297 0.10697979E-01 0.30184498E-02 0.11115656E-01
   15.4785 0.18618981E-02 0.75191334E-02 0.77462271E-02
   15.5273 -.54021407E-03 0.24182005E-02 0.24778065E-02
   15.5762 -.14148222E-02 0.58991467E-02 0.60664364E-02
   15.6250 -.11261032E-02 0.56565679E-02 0.57675703E-02
   15.6738 -.73569785E-02 0.48645246E-02 0.88197924E-02
   15.7227 -.76304981E-02 -.25276155E-02 0.80382423E-02
   15.7715 -.61287116E-02 -.44583902E-02 0.75788093E-02
   15.8203 -.18612028E-02 -.65385844E-02 0.67983204E-02
   15.8691 0.44829631E-02 -.76425816E-02 0.88603618E-02
   15.9180 0.12490777E-02 -.52667269E-02 0.54128189E-02
   15.9668 0.74575180E-02 -.45213010E-02 0.87210517E-02
   16.0156 0.89903455E-02 0.23204235E-02 0.92849704E-02
   16.0645 0.26145778E-02 0.29657590E-02 0.39537000E-02
   16.1133 -.64540782E-03 0.30682336E-02 0.31353801E-02
   16.1621 0.80216420E-03 0.52860067E-02 0.53465255E-02
   16.2109 -.61043631E-02 0.59061395E-02 0.84938640E-02
   16.2598 -.47468198E-02 -.47293049E-02 0.67006433E-02
   16.3086 -.32876972E-02 -.55855541E-02 0.64813090E-02
   16.3574 -.34307147E-03 -.42220070E-02 0.42359228E-02
   16.4063 0.10244749E-01 -.35051764E-02 0.10827796E-01
   16.4551 0.38593129E-03 0.92255753E-02 0.92336442E-02
   16.5039 -.46082372E-02 0.36823053E-02 0.58987476E-02
   16.5527 -.48980227E-03 -.15619751E-02 0.16369706E-02
   16.6016 -.32152473E-02 0.67504030E-02 0.74770153E-02
   16.6504 -.49571730E-02 -.29056717E-02 0.57459981E-02
   16.6992 -.76359703E-03 -.31467956E-02 0.32381171E-02
   16.7480 -.26127987E-02 -.40959036E-02 0.48583066E-02
   16.7969 0.32643436E-02 -.74465456E-03 0.33482010E-02
   16.8457 0.21193584E-02 -.27667268E-02 0.34851767E-02
   16.8945 0.14808798E-02 -.78913232E-03 0.16780152E-02
   16.9434 0.60664457E-02 0.26170576E-02 0.66068717E-02
   16.9922 0.13748442E-02 0.21775961E-02 0.25752906E-02
   17.0410 0.26789904E-02 0.27243223E-02 0.38208535E-02
   17.0898 -.38666872E-02 0.10027748E-01 0.10747418E-01
   17.1387 -.87606665E-02 0.68125490E-03 0.87871151E-02
   17.1875 -.14036245E-02 -.72602178E-02 0.73946551E-02
   17.2363 0.62951567E-02 0.18866498E-02 0.65717916E-02
   17.2852 0.10447724E-02 0.22876791E-02 0.25149602E-02
   17.3340 0.10216307E-02 -.33277564E-03 0.10744622E-02
   17.3828 0.52065193E-03 0.59769307E-02 0.59995651E-02
   17.4316 -.72614849E-02 -.78573410E-03 0.73038717E-02
   17.4805 -.19504714E-02 -.36035040E-02 0.40975092E-02
   17.5293 0.96563000E-03 -.35916364E-02 0.37191792E-02
   17.5781 0.32641294E-02 -.13695447E-02 0.35398013E-02
   17.6270 0.18590939E-02 -.23566107E-02 0.30016403E-02
