     FRE.     REAL.    IMAG.    AMP.
   22.5366 0.19150233E-02 0.28614434E-02 0.34431343E-02
   22.6341 0.13378335E-03 0.61032420E-03 0.62481489E-03
   22.7317 0.38539039E-03 -.15610403E-02 0.16079093E-02
   22.8293 -.25002577E-02 -.16160839E-02 0.29770818E-02
   22.9268 -.27296180E-02 -.70864437E-02 0.75939777E-02
   23.0244 -.21530285E-02 0.24412035E-02 0.32549971E-02
   23.1220 -.86307535E-02 0.23860349E-02 0.89544998E-02
   23.2195 0.41405684E-02 0.35917284E-02 0.54813153E-02
   23.3171 0.14600282E-02 0.14250961E-02 0.20402404E-02
   23.4146 0.42516426E-02 -.10806008E-02 0.43868171E-02
   23.5122 0.75478869E-03 -.27206898E-03 0.80232631E-03
   23.6098 0.60601969E-03 -.44544828E-02 0.44955174E-02
   23.7073 0.24086779E-02 -.56605395E-05 0.24086847E-02
   23.8049 -.72622700E-02 -.16502300E-02 0.74474039E-02
   23.9024 0.13077424E-02 0.21200214E-03 0.13248152E-02
   24.0000 -.26198837E-02 0.91799017E-03 0.27760577E-02
   24.0976 -.27841318E-02 0.40475004E-02 0.49126013E-02
   24.1951 0.10501778E-02 -.54269275E-02 0.55276048E-02
   24.2927 0.12157492E-03 0.15741735E-03 0.19889868E-03
   24.3902 0.18617264E-02 0.15563674E-02 0.24265829E-02
   24.4878 0.40978338E-02 0.62357332E-03 0.41450071E-02
   24.5854 0.11562881E-02 0.32499691E-02 0.34495364E-02
   24.6829 0.25129761E-02 -.39868024E-02 0.47127106E-02
   24.7805 -.37723919E-02 -.19080350E-02 0.42274743E-02
   24.8780 -.30512887E-02 -.95305673E-03 0.31966669E-02
   24.9756 -.36507603E-02 -.21420528E-03 0.36570390E-02
   25.0732 0.32365625E-03 0.10706415E-01 0.10711307E-01
   25.1707 0.97351166E-03 0.55829680E-03 0.11222389E-02
   25.2683 0.20606713E-02 0.24282888E-02 0.31848003E-02
   25.3659 0.44273133E-02 -.18480330E-02 0.47975336E-02
   25.4634 -.46226292E-03 -.19289266E-02 0.19835434E-02
   25.5610 0.20428682E-02 0.18890806E-02 0.27824335E-02
   25.6585 -.61524566E-02 0.39459872E-02 0.73091406E-02
   25.7561 -.43660187E-03 0.16320328E-02 0.16894237E-02
   25.8537 -.20909528E-02 -.14174820E-03 0.20957519E-02
   25.9512 0.34503273E-02 0.10817820E-02 0.36159384E-02
   26.0488 0.47520429E-03 -.16281946E-02 0.16961240E-02
   26.1463 0.11005326E-02 -.11553657E-02 0.15956322E-02
