     FRE.     REAL.    IMAG.    AMP.
   31.7557 -.37581517E-03 -.30030737E-04 0.37701312E-03
   31.8534 -.28395592E-03 0.30143879E-03 0.41412114E-03
   31.9511 -.41175104E-03 0.30859603E-04 0.41290585E-03
   32.0489 -.27083946E-03 0.15700930E-03 0.31305899E-03
   32.1466 -.31155488E-03 -.30171197E-04 0.31301237E-03
   32.2443 -.22555239E-03 0.89051842E-04 0.24249559E-03
   32.3420 -.14202298E-03 0.13355519E-03 0.19495517E-03
   32.4397 -.22914987E-03 0.18140138E-03 0.29226037E-03
   32.5374 -.58673890E-04 0.26741116E-04 0.64480329E-04
   32.6351 -.17837844E-03 -.68987359E-03 0.71256189E-03
   32.7328 -.10009317E-03 0.46443255E-03 0.47509602E-03
   32.8305 -.74740259E-04 0.63643733E-03 0.64081087E-03
   32.9282 0.23375002E-04 0.14235085E-03 0.14425725E-03
   33.0260 0.14295559E-03 0.37033754E-03 0.39697127E-03
   33.1237 0.10262097E-03 0.36639764E-03 0.38049743E-03
   33.2214 -.92041759E-04 0.25991315E-03 0.27572911E-03
   33.3191 0.45021552E-04 0.48673176E-03 0.48880954E-03
   33.4168 0.10591617E-03 0.27390532E-03 0.29367048E-03
   33.5145 0.89989822E-04 0.24996512E-03 0.26567033E-03
   33.6122 0.15231334E-03 0.24884773E-03 0.29176113E-03
   33.7099 0.15638968E-03 0.25506117E-03 0.29918880E-03
   33.8076 0.10377550E-03 0.32635068E-03 0.34245310E-03
   33.9053 0.28701936E-03 0.26140755E-03 0.38821902E-03
   34.0031 0.16871234E-04 -.72488351E-05 0.18362574E-04
   34.1008 0.91115953E-06 0.89053401E-05 0.89518317E-05
   34.1985 0.13489331E-03 -.41547366E-04 0.14114669E-03
   34.2962 0.61793377E-04 0.49107935E-05 0.61988205E-04
   34.3939 0.83739527E-04 0.17982929E-04 0.85648666E-04
   34.4916 -.26058007E-03 -.59989437E-04 0.26739616E-03
   34.5893 0.26949463E-03 -.15294587E-03 0.30987061E-03
   34.6870 0.23957661E-03 -.11602395E-03 0.26619263E-03
   34.7847 0.84757157E-04 -.13627588E-03 0.16048331E-03
   34.8824 0.73879179E-04 -.73048694E-04 0.10389536E-03
   34.9802 0.22582259E-03 -.12079288E-03 0.25609913E-03
   35.0779 0.16049187E-03 0.98350189E-04 0.18822965E-03
   35.1756 0.42828446E-03 0.43726212E-03 0.61206677E-03
   35.2733 -.18981687E-03 -.33417915E-03 0.38432557E-03
   35.3710 -.22034552E-03 -.26169777E-03 0.34210799E-03
   35.4687 -.12799444E-03 -.18454007E-03 0.22458320E-03
   35.5664 -.28613888E-03 -.73002440E-04 0.29530461E-03
   35.6641 -.34374371E-03 -.11487133E-03 0.36242954E-03
   35.7618 -.46557243E-03 0.14160229E-04 0.46578771E-03
   35.8595 -.20870268E-03 -.16495919E-03 0.26602321E-03
   35.9573 -.32920970E-03 -.12697892E-03 0.35284937E-03
   36.0550 -.36970305E-03 0.13453976E-03 0.39342252E-03
   36.1527 -.38025074E-03 0.11879471E-03 0.39837521E-03
   36.2504 -.11326745E-02 0.48419103E-03 0.12318249E-02
   36.3481 -.15644553E-03 0.67194640E-04 0.17026546E-03
   36.4458 -.20472099E-03 0.11367257E-03 0.23416262E-03
   36.5435 -.22037369E-03 0.25915884E-03 0.34018798E-03
   36.6412 -.18399794E-03 0.16226989E-03 0.24532989E-03
   36.7389 0.19514217E-03 0.17328879E-03 0.26097792E-03
   36.8366 -.18493686E-03 0.26693006E-03 0.32473574E-03
   36.9344 -.16661269E-03 0.24686038E-03 0.29782517E-03
   37.0321 -.11589894E-03 0.25230218E-03 0.27764897E-03
   37.1298 -.19618806E-03 0.27695831E-03 0.33940485E-03
   37.2275 -.21760151E-03 0.19544193E-03 0.29248584E-03
   37.3252 0.45695448E-04 0.17188145E-03 0.17785192E-03
   37.4229 0.25981135E-04 0.29447564E-03 0.29561957E-03
   37.5206 0.26245401E-03 0.21655286E-03 0.34026057E-03
   37.6183 0.14772845E-03 0.24477436E-03 0.28589892E-03
   37.7160 0.15652155E-03 0.10482428E-03 0.18838026E-03
   37.8137 0.57409303E-04 0.20481473E-03 0.21270849E-03
