0.157373E+01   0.52734   3.5000 0.887613E-04
0.157373E+01   0.95703   3.5000 0.539438E+00
0.162373E+01   0.52734   3.3922 0.887613E-04
0.162373E+01   0.95703   3.3922 0.554219E+00
0.167373E+01   0.52734   3.2909 0.887613E-04
0.167373E+01   0.95703   3.2909 0.569019E+00
0.172373E+01   0.52734   3.1954 0.887613E-04
0.172373E+01   0.78125   3.1954 0.382258E-01
0.172373E+01   0.95703   3.1954 0.583819E+00
0.177373E+01   0.52734   3.1054 0.887613E-04
0.177373E+01   0.95703   3.1054 0.598598E+00
0.182373E+01   0.52734   3.0202 0.887613E-04
0.182373E+01   0.95703   3.0202 0.613337E+00
0.187373E+01   0.52734   2.9396 0.887613E-04
0.187373E+01   0.95703   2.9396 0.628016E+00
0.192373E+01   0.52734   2.8632 0.887613E-04
0.192373E+01   0.54688   2.8632 0.591763E-04
0.192373E+01   0.80078   2.8632 0.675571E-01
0.192373E+01   0.95703   2.8632 0.642613E+00
0.197373E+01   0.52734   2.7907 0.887613E-04
0.197373E+01   0.95703   2.7907 0.657107E+00
0.202373E+01   0.52734   2.7217 0.887613E-04
0.202373E+01   0.95703   2.7217 0.671477E+00
0.207373E+01   0.52734   2.6561 0.887613E-04
0.207373E+01   0.95703   2.6561 0.685702E+00
0.212373E+01   0.52734   2.5936 0.887613E-04
0.212373E+01   0.82031   2.5936 0.112983E+00
0.212373E+01   0.95703   2.5936 0.699761E+00
0.217373E+01   0.52734   2.5339 0.887613E-04
0.217373E+01   0.95703   2.5339 0.713632E+00
0.222373E+01   0.52734   2.4769 0.887613E-04
0.222373E+01   0.95703   2.4769 0.727293E+00
0.227373E+01   0.52734   2.4225 0.887613E-04
0.227373E+01   0.95703   2.4225 0.740723E+00
0.232373E+01   0.52734   2.3703 0.887613E-04
0.232373E+01   0.83984   2.3703 0.180999E+00
0.232373E+01   0.95703   2.3703 0.753902E+00
0.237373E+01   0.52734   2.3204 0.887613E-04
0.237373E+01   0.97656   2.3204 0.768547E+00
0.242373E+01   0.52734   2.2726 0.887613E-04
0.242373E+01   0.97656   2.2726 0.783112E+00
0.247373E+01   0.52734   2.2266 0.887613E-04
0.247373E+01   0.97656   2.2266 0.797385E+00
0.252373E+01   0.52734   2.1825 0.887613E-04
0.252373E+01   0.97656   2.1825 0.811340E+00
0.257373E+01   0.52734   2.1401 0.887613E-04
0.257373E+01   0.85938   2.1401 0.277628E+00
0.257373E+01   0.97656   2.1401 0.824955E+00
0.262373E+01   0.52734   2.0993 0.887613E-04
0.262373E+01   0.97656   2.0993 0.838206E+00
0.267373E+01   0.52734   2.0601 0.887613E-04
0.267373E+01   0.97656   2.0601 0.851068E+00
0.272373E+01   0.52734   2.0222 0.887613E-04
0.272373E+01   0.97656   2.0222 0.863521E+00
0.277373E+01   0.52734   1.9858 0.887613E-04
0.277373E+01   0.97656   1.9858 0.875541E+00
0.282373E+01   0.52734   1.9506 0.887613E-04
0.282373E+01   0.97656   1.9506 0.887109E+00
0.282373E+01   1.50391   1.9506 0.522146E-02
0.287373E+01   0.52734   1.9167 0.887613E-04
0.287373E+01   0.87891   1.9167 0.404488E+00
0.287373E+01   0.97656   1.9167 0.898203E+00
0.287373E+01   1.46484   1.9167 0.873304E-02
0.287373E+01   1.48438   1.9167 0.676238E-02
0.292373E+01   0.52734   1.8839 0.887613E-04
0.292373E+01   0.97656   1.8839 0.908804E+00
0.292373E+01   1.40625   1.8839 0.184707E-01
0.292373E+01   1.42578   1.8839 0.144409E-01
0.292373E+01   1.44531   1.8839 0.112482E-01
0.297373E+01   0.52734   1.8522 0.887613E-04
0.297373E+01   0.97656   1.8522 0.918893E+00
0.297373E+01   1.34766   1.8522 0.377689E-01
0.297373E+01   1.36719   1.8522 0.298834E-01
0.297373E+01   1.38672   1.8522 0.235379E-01
0.302373E+01   0.52734   1.8216 0.887613E-04
0.302373E+01   0.97656   1.8216 0.928453E+00
0.302373E+01   1.30859   1.8216 0.595509E-01
0.302373E+01   1.32813   1.8216 0.475265E-01
0.307373E+01   0.52734   1.7920 0.887613E-04
0.307373E+01   0.97656   1.7920 0.937468E+00
0.307373E+01   1.28906   1.7920 0.743017E-01
0.312373E+01   0.52734   1.7633 0.887613E-04
0.312373E+01   0.89844   1.7633 0.554582E+00
0.312373E+01   0.97656   1.7633 0.945922E+00
0.312373E+01   1.26953   1.7633 0.923323E-01
0.317373E+01   0.52734   1.7355 0.887613E-04
0.317373E+01   0.97656   1.7355 0.953800E+00
0.317373E+01   1.25000   1.7355 0.114348E+00
0.322373E+01   0.52734   1.7086 0.887613E-04
0.322373E+01   0.97656   1.7086 0.961091E+00
0.322373E+01   1.23047   1.7086 0.141203E+00
0.327373E+01   0.52734   1.6825 0.887613E-04
0.327373E+01   0.97656   1.6825 0.967781E+00
0.327373E+01   1.21094   1.6825 0.173919E+00
0.332373E+01   0.52734   1.6572 0.887613E-04
0.332373E+01   0.97656   1.6572 0.973860E+00
0.332373E+01   1.19141   1.6572 0.213678E+00
0.337373E+01   0.52734   1.6326 0.887613E-04
0.337373E+01   0.91797   1.6326 0.710909E+00
0.337373E+01   0.97656   1.6326 0.979320E+00
0.337373E+01   1.17188   1.6326 0.261794E+00
0.342373E+01   0.52734   1.6088 0.887613E-04
0.342373E+01   0.97656   1.6088 0.984152E+00
0.347373E+01   0.52734   1.5856 0.887613E-04
0.347373E+01   0.97656   1.5856 0.988349E+00
0.347373E+01   1.15234   1.5856 0.319777E+00
0.352373E+01   0.52734   1.5631 0.887613E-04
0.352373E+01   0.97656   1.5631 0.991906E+00
0.352373E+01   1.13281   1.5631 0.388745E+00
0.357373E+01   0.52734   1.5413 0.887613E-04
0.357373E+01   0.93750   1.5413 0.850217E+00
0.357373E+01   0.97656   1.5413 0.994819E+00
0.362373E+01   0.52734   1.5200 0.887613E-04
0.362373E+01   0.97656   1.5200 0.997085E+00
0.362373E+01   1.11328   1.5200 0.469406E+00
0.367373E+01   0.52734   1.4993 0.887613E-04
0.367373E+01   0.95703   1.4993 0.950934E+00
0.367373E+01   0.97656   1.4993 0.998704E+00
0.367373E+01   1.09375   1.4993 0.561362E+00
0.372373E+01   0.52734   1.4792 0.887613E-04
0.372373E+01   0.97656   1.4792 0.999675E+00
0.372373E+01   1.07422   1.4792 0.662058E+00
0.377373E+01   0.52734   1.4596 0.887613E-04
0.377373E+01   0.97656   1.4596 0.100000E+01
0.377373E+01   1.05469   1.4596 0.766256E+00
0.382373E+01   0.52734   1.4405 0.887613E-04
0.382373E+01   0.97656   1.4405 0.999682E+00
0.382373E+01   0.99609   1.4405 0.995814E+00
0.382373E+01   1.01563   1.4405 0.946407E+00
0.382373E+01   1.03516   1.4405 0.865137E+00
0.387373E+01   0.52734   1.4219 0.887613E-04
0.387373E+01   0.97656   1.4219 0.998724E+00
0.392373E+01   0.52734   1.4038 0.887613E-04
0.392373E+01   0.97656   1.4038 0.997132E+00
0.397373E+01   0.52734   1.3861 0.887613E-04
